key,Img_path,GD,OCMR,Group,Is_OCMR_true,OSRA,Is_OSRA_true,MolVec,Is_MolVec_true,Imago,Is_Imago_true
USPTO_0001869,USPTO_0001869.png,Cc1cc(F)ccc1-c1nc(N[C@H]2CC[C@H](O)CC2)nc2c1ccc(=O)n2-c1ccccc1F,CC1=C(C2=NC(N[C@H]3CC[C@H](O)CC3)=NC3=C2C=CC(=O)N3C2=CC=CC=C2F)C=CC(F)=C1,USPTO,True,*[C@@H]1CC[C@H](CC1)*c1nc(c2ccc(cc2C)F)c2c(n1)n(c(=O)cc2)c1ccccc1F,False,CC1=C(C2=NC(N[C@H]3CC[C@H](O)CC3)=NC3=C2/C=C\C(=O)N3C2=CC=CC=C2F)C=CC(F)=C1,True,Cc1cc(F)ccc1-c1nc(N[C@H]2CC[C@H](O)CC2)nc2c1ccc(=O)n2-c1ccccc1F,True
UOB_0000082,UOB_0000082.png,O=Cc1ccc(-c2ccccc2)s1,O=CC1=CC=C(C2=CC=CC=C2)S1,UOB,True,O=Cc1ccc(s1)c1ccccc1,True,O=CC1=CC=C(C2=CC=CC=C2)S1,True,O=Cc1ccc(-c2ccccc2)s1,True
USPTO_0003905,USPTO_0003905.png,CN(C)C1CCN(c2ccc(-c3nnc(-c4ccc(-c5cc(C(F)(F)F)ccc5Cl)o4)o3)cc2)C1,CN(C)C1CCN(C2=CC=C(C3=NN=C(C4=CC=C(C5=CC(C(F)(F)F)=CC=C5Cl)O4)O3)C=C2)C1,USPTO,True,CN(C1CCN(C1)c1ccc(cc1)c1nnc(o1)c1ccc(o1)c1cc(ccc1Cl)C(F)(F)F)C,True,CN(C)C1CCN(C2=CC=C(C3=NN=C(C4=CC=C(C5=CC(C(F)(F)F)=CC=C5Cl)O4)O3)C=C2)C1,True,,False
UOB_0002343,UOB_0002343.png,O=C(O)c1[nH]c2ccc([N+](=O)[O-])cc2c1-c1ccccc1,O=C(O)C1=C(C2=CC=CC=C2)C2=C(C=CC([N+](=O)[O-])=C2)N1,UOB,True,OC(=O)c1[nH]c2c(c1c1ccccc1)cc(cc2)N(=O)=O,True,O=C(O)C1=C(C2=CC=CC=C2)C2=C(/C=C\C([N+](=O)[O-])=C/2)N1,True,Cc1[nH]c2ccc([N+](=O)[O-])cc2c1-c1ccccc1.O=CO,False
USPTO_0000081,USPTO_0000081.png,CCN(Cc1ccccc1)c1ccc(-c2ccc(N(c3ccc(C)c(C)c3)c3ccc(C)c(C)c3)cc2)cc1,CCN(CC1=CC=CC=C1)C1=CC=C(C2=CC=C(N(C3=CC(C)=C(C)C=C3)C3=CC(C)=C(C)C=C3)C=C2)C=C1,USPTO,True,*N(c1ccc(cc1)c1ccc(cc1)N(c1ccc(c(c1)C)C)c1ccc(c(c1)C)C)Cc1ccccc1,False,CCN(CC1=CC=CC=C1)C1=CC=C(C2=CC=C(N(C3=CC(C)=C(C)C=C3)C3=CC(C)=C(C)C=C3)C=C2)C=C1,True,CCN(Cc1ccccc1)c1ccc(-c2ccc(N(c3ccc(C)c(C)c3)c3ccc(C)c(C)c3)cc2)cc1,True
UOB_0004658,UOB_0004658.png,CC(C)(C)c1cc(C(C)(C)C)c2oc(C(=O)O)cc(=O)c2c1,CC(C)(C)C1=CC(C(C)(C)C)=C2OC(C(=O)O)=CC(=O)C2=C1,UOB,True,OC(=O)c1cc(=O)c2c(o1)c(cc(c2)C(C)(C)C)C(C)(C)C,True,CC(C)(C)C1=CC(C(C)(C)C)=C2OC(C(=O)O)=CC(=O)C2=C1,True,CC(C)(C)c1cc(C(C)(C)C)c2oc(C(=O)O)cc(=O)c2c1,True
USPTO_0001909,USPTO_0001909.png,Cc1cc(F)ccc1-c1nc(N[C@H]2CC[C@H](O)CC2)nc2c1ccc(=O)n2-c1ccccc1C,CC1=CC=CC=C1N1C(=O)C=CC2=C1N=C(N[C@H]1CC[C@H](O)CC1)N=C2C1=C(C)C=C(F)C=C1,USPTO,True,O[C@@H]1CC[C@H](CC1)*c1nc(c2ccc(cc2C)F)c2c(n1)n(c(=O)cc2)c1ccccc1C,False,CC1=CC=CC=C1N1C(=O)C=CC2=C1N=C([H]C1CCC(O)CC1)N=C2C1=C(C)C=C(F)C=C1,False,Cc1cc(F)ccc1-c1nc(N[C@H]2CC[C@H](O)CC2)nc2c1ccc(=O)n2-c1ccccc1C,True
UOB_0000876,UOB_0000876.png,NCCc1coc2ccccc12,NCCC1=COC2=C1C=CC=C2,UOB,True,NCCc1coc2c1cccc2,True,NCCC1=COC2=C1C=CC=C2,True,,False
UOB_0000295,UOB_0000295.png,O=Cc1cn2ccsc2n1,O=CC1=CN2C=CSC2=N1,UOB,True,O=Cc1cn2c(n1)scc2,True,O=CC1=CN2/C=C\SC2=N1,True,O=Cc1cn2ccsc2n1,True
USPTO_0004643,USPTO_0004643.png,CNC(=O)N1CCN(c2cnn(-c3ccc(Cl)cc3)c(=O)c2Oc2ccc(-c3ccccc3)cc2)CC1,CNC(=O)N1CCN(C2=C(OC3=CC=C(C4=CC=CC=C4)C=C3)C(=O)N(C3=CC=C(Cl)C=C3)N=C2)CC1,USPTO,True,CNC(=O)N1CCN(CC1)c1cnn(c(=O)c1Oc1ccc(cc1)c1ccccc1)c1ccc(cc1)Cl,True,CNC(=O)N1CCB(C2=C(OC3=CC=C(C4=CC=CC=C4)C=C3)C(=O)[C@H](C3=CC=C(O)C=C3)N=C2)CC1,False,CNC(=O)N1CCN(c2cnn(-c3ccc(Cl)cc3)c(=O)c2Oc2ccc(-c3ccccc3)cc2)CC1,True
UOB_0003772,UOB_0003772.png,NNc1ncc(Cl)cc1C(F)(F)F,NNC1=C(C(F)(F)F)C=C(Cl)C=N1,UOB,True,NNc1ncc(cc1C(F)(F)F)Cl,True,NNC1=C(C(F)(F)F)C=C(Cl)C=N1,True,,False
USPTO_0001365,USPTO_0001365.png,Cc1cc(CC(NC(=O)N2CCC(N3Cc4ccccc4NC3=O)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2c1[nH]c(=O)n2C,CC1=C2NC(=O)N(C)C2=CC(CC(NC(=O)N2CCC(N3CC4=C(C=CC=C4)NC3=O)CC2)C(=O)N2CCC(N3CCCCC3)CC2)=C1,USPTO,True,O=C(N1CCC(CC1)N1Cc2ccccc2NC1=O)NC(C(=O)N1CCC(CC1)N1CCCCC1)Cc1cc(C)c2c(c1)n(C)c(=O)[nH]2,True,CC1=C2\NC(=O)N(C)\C2=C\C(CC(NC(=O)N2CCC(N3CC4=C(C=CC=C4)NC3=O)CC2)C(=O)N2CCC(N3CCCCC3)CC2)=C\1,True,Cc1cc(CC(NC(=O)N2CCC(N3Cc4ccccc4NC3=O)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2c1[nH]c(=O)n2C,True
UOB_0004646,UOB_0004646.png,CSc1sc(C(N)=S)c2c1C(=O)CCC2,CSC1=C2C(=O)CCCC2=C(C(N)=S)S1,UOB,True,CSc1sc(c2c1C(=O)CCC2)C(=S)N,True,CSC1=C2C(=O)CCCC2=C(C(N)=S)S1,True,,False
UOB_0001067,UOB_0001067.png,Nc1ccccc1N1CCCC1,NC1=C(N2CCCC2)C=CC=C1,UOB,True,Nc1ccccc1N1CCCC1,True,NC1=C(N2CCCC2)C=CC=C1,True,,False
UOB_0003519,UOB_0003519.png,COC(=O)c1cncc(Br)c1,COC(=O)C1=CC(Br)=CN=C1,UOB,True,COC(=O)c1cncc(c1)Br,True,COC(=O)C1=CC(Br)=CN=C1,True,COC(=O)c1cncc(Br)c1,True
USPTO_0001624,USPTO_0001624.png,C.C.C.C.CC(C)CCOc1ccc(C(=O)c2cc(C(=O)CC(C)C)cn2CCC(C)C)cc1CCC(=O)O,C*(C)CCOC1=C(CCC(=O)O)C=C(C(=O)C2=CC(C(=O)C*(C)C)=CN2CC*(C)C)C=C1.C1CCC1.C1CCC1.C1CCC1.CCC,USPTO,False,CC*/*=C(\CCc1cc(ccc1OCC*=[C]1(C)CC2(CC1C2)C)C(=O)c1cc(cn1CC[C@@H]1C=*(C1CC)C)C(=O)C[C@@H]1C(C)*=*1C)/OCC,False,BC1=CCC1.C1CSC1.C=C(C)CCC1=CC(C(=O)C2=CC(C(=O)CC34[C@@H]5C3(C)[C@@]54C)=CC2CCB(C)(C)C)=CC=C1OCCO(=C)(C)C.CC1=CCC1.[O-][N+3]1([O-])(O)(O)[CH-]CC1,False,,False
UOB_0002938,UOB_0002938.png,COC(=O)c1ccc(N2CCCC2)nc1,COC(=O)C1=CC=C(N2CCCC2)N=C1,UOB,True,COC(=O)c1ccc(nc1)N1CCCC1,True,COC(=O)C1=CC=C(N2CCCC2)N=C1,True,COC(=O)c1ccc(N2CCCC2)nc1,True
USPTO_0001858,USPTO_0001858.png,CCNc1nc(-c2ccc(F)cc2C)c2ccc(=O)n(-c3ccccc3F)c2n1,CCNC1=NC2=C(C=CC(=O)N2C2=CC=CC=C2F)C(C2=C(C)C=C(F)C=C2)=N1,USPTO,True,CC*c1nc(c2ccc(cc2C)F)c2c(n1)n(c(=O)cc2)c1ccccc1F,False,CCNC1=N/C2=C(C=CC(=O)N2C2=CC=CC=C2P)/C(C2=C(C)C=C(F)C=C2)=N\1,False,CCNc1nc(-c2ccc(F)cc2C)c2ccc(=O)n(-c3ccccc3F)c2n1,True
UOB_0000549,UOB_0000549.png,CCc1ccc(CNC)cc1,CCC1=CC=C(CNC)C=C1,UOB,True,CNCc1ccc(cc1)CC,True,CCC1=CC=C(CNC)C=C1,True,,False
UOB_0003498,UOB_0003498.png,Cc1cnc(N)c(Br)c1,CC1=CC(Br)=C(N)N=C1,UOB,True,Cc1cnc(c(c1)Br)N,True,CC1=CC(Br)=C(N)N=C1,True,Cc1cnc(N)c(Br)c1,True
USPTO_0003863,USPTO_0003863.png,CC(C)(Oc1ccc(CCN(Cc2ccc(C(F)(F)F)cc2C(F)(F)F)c2nc(-c3cccc(Cl)c3)cs2)cc1)C(=O)O,CC(C)(OC1=CC=C(CCN(CC2=C(C(F)(F)F)C=C(C(F)(F)F)C=C2)C2=NC(C3=CC(Cl)=CC=C3)=CS2)C=C1)C(=O)O,USPTO,True,Clc1cccc(c1)c1csc(n1)N(Cc1ccc(cc1C(F)(F)F)C(F)(F)F)CCc1ccc(cc1)OC(C(=O)O)(C)C,True,CC(F)(F)C1=CC(C(F)(F)F)=C(CN(CCC2=CC=C(OC(C)(C)C(=O)O)C=C2)C2=NC(C3=CC(Cl)=CC=C3)=CS2)C=C1,False,CC(C)(Oc1ccc(CCN(Cc2ccc(C(F)(F)F)cc2C(F)(F)F)c2nc(-c3cccc(Cl)c3)cs2)cc1)C(=O)O,True
UOB_0000376,UOB_0000376.png,O=S(=O)(Cl)c1ccc(C2OCCO2)s1,O=S(=O)(Cl)C1=CC=C(C2OCCO2)S1,UOB,True,ClS(=O)c1ccc(s1)C1OCCO1,False,[O-]=[S+]C1=CC=C(C2OCCO2)S1,False,,False
USPTO_0003919,USPTO_0003919.png,Cc1cccc(C(=O)Nc2cccc(-c3nnc(-c4ccc(N5CCC(N(C)C)C5)cc4)o3)c2)c1,CC1=CC=CC(C(=O)NC2=CC(C3=NN=C(C4=CC=C(N5CCC(N(C)C)C5)C=C4)O3)=CC=C2)=C1,USPTO,True,Cc1cccc(c1)C(=O)Nc1cccc(c1)c1nnc(o1)c1ccc(cc1)N1CCC(C1)N(C)C,True,CC1=CC=CC(C(=O)NC2=CC(C3=NN=C(C4=CC=C(N5CCC(N(C)C)C5)C=C4)O3)=CC=C2)=C1,True,Cc1cccc(C(=O)Nc2cccc(-c3nnc(-c4ccc(N5CCC(N(C)C)C5)cc4)o3)c2)c1,True
UOB_0004525,UOB_0004525.png,CC(=O)c1ccc(C=O)s1,CC(=O)C1=CC=C(C=O)S1,UOB,True,O=Cc1ccc(s1)C(=O)C,True,CC(=O)C1=CC=C(C=O)S1,True,CC(=O)c1ccc(C=O)s1,True
USPTO_0002418,USPTO_0002418.png,c1ccc2c(c1)cc1c3cccc4c5ccccc5cc(c5cccc2c51)c43,C1=CC2=CC3=C4C(=CC=CC4=C2C=C1)C1=CC2=C(C=CC=C2)C2=C1C3=CC=C2,USPTO,True,c1ccc2c(c1)c1cccc3c1c(c2)c1cccc2c1c3cc1c2cccc1,True,C1=CC2=CC3=C4C(=CC=CC4=C2C=C1)/C1=C/C2=C(/C=C/C=C/2)C2=C1C3=CC=C2,True,c1ccc2c(c1)cc1c3cccc4c5ccccc5cc(c5cccc2c51)c43,True
UOB_0003616,UOB_0003616.png,O=C(O)c1sc(Br)c2c1OCCO2,O=C(O)C1=C2OCCOC2=C(Br)S1,UOB,True,OC(=O)c1sc(c2c1OCCO2)Br,True,O=C(O)C1=C2OCCOC2=C(Br)S1,True,,False
USPTO_0000035,USPTO_0000035.png,CCOC(=O)CC(C(=O)OCC)=C1CC(C)(C)N(O)C(C)(C)C1,COC(=O)C(CC(=O)O)=C1CC(C)(C)N(O)C(C)(C)C1,USPTO,False,C*OC(=O)CC(=C1CC(C)(C)N(C(C1)(C)C)O)C(=O)OC[*+],False,CCOC(=O)CC(C(=O)OCC)=C1CC(C)(C)N(O)C(C)(C)C1,True,CCOC(=O)CC(C(=O)OCC)=C1CC(C)(C)N(O)C(C)(C)C1,True
UOB_0001596,UOB_0001596.png,O=C(O)c1c[nH]c2ccccc12,O=C(O)C1=CNC2=C1C=CC=C2,UOB,True,OC(=O)c1c[nH]c2c1cccc2,True,O=C(O)C1=CNC2=C1C=CC=C2,True,O=C(O)c1c[nH]c2ccccc12,True
USPTO_0004171,USPTO_0004171.png,Cc1cc(C)c(N2CCCC2)c(C)c1NS(=O)(=O)c1ccc(C(C)(C)C)cc1,CC1=CC(C)=C(NS(=O)(=O)C2=CC=C(C(C)(C)C)C=C2)C(C)=C1N1CCCC1,USPTO,True,Cc1cc(C)c(c(c1NS(=O)(=O)c1ccc(cc1)C(C)(C)C)C)N1CCCC1,True,CC1=CC(C)=C(NS(=O)(=O)C2=CC=C(C(C)(C)C)C=C2)C(C)=C1N1CCCC1,True,Cc1cc(C)c(N2CCCC2)c(C)c1NS(=O)(=O)c1ccc(C(C)(C)C)cc1,True
UOB_0004866,UOB_0004866.png,N#Cc1ccnc(Cl)c1,N#CC1=CC(Cl)=NC=C1,UOB,True,N#Cc1ccnc(c1)Cl,True,C#CC1=CC(Cl)=NC=C1,False,,False
USPTO_0002331,USPTO_0002331.png,O=C1CCC(=O)N1C[C@@H]1CCc2nc(-c3ccc(F)cc3)c(-c3ccnc(NC4CCC4)n3)n21,O=C1CCC(=O)N1CC1CCC2=NC(C3=CC=C(F)C=C3)=C(C3=CC=NC(NC4CCC4)=N3)N21,USPTO,False,Fc1ccc(cc1)c1nc2n(c1c1ccnc(n1)NC1CCC1)C(CC2)CN1C(=O)CCC1=O,False,O=C1CCC(=O)N1C[C@@H]1CCC2=NC(C3=CC=C(F)C=C3)=C(C3=CC=NC(NC4CCC4)=N3)N21,True,O=C1CCC(=O)N1C[C@@H]1CCc2nc(-c3ccc(F)cc3)c(-c3ccnc(NC4CCC4)n3)n21,True
UOB_0000211,UOB_0000211.png,CN1CCN(c2ccc(C=O)cc2)CC1,CN1CCN(C2=CC=C(C=O)C=C2)CC1,UOB,True,O=Cc1ccc(cc1)N1CCN(CC1)C,True,CN1CCN(C2=CC=C(C=O)C=C2)CC1,True,CN1CCN(c2ccc(C=O)cc2)CC1,True
USPTO_0004057,USPTO_0004057.png,Cc1cc(OCc2c(-c3c(Cl)cccc3Cl)noc2C(C)C)ccc1N(C)S(=O)(=O)c1cccc(C(=O)O)c1,CC1=CC(OCC2=C(C(C)C)ON=C2C2=C(Cl)C=CC=C2Cl)=CC=C1N(C)S(=O)(=O)C1=CC(C(=O)O)=CC=C1,USPTO,True,Cc1cc(ccc1N(S(=O)(=O)c1cccc(c1)C(=O)O)C)OCc1c(onc1c1c(Cl)cccc1Cl)C(C)C,True,CC1=CC(OCC2=C(C(C)C)ON=C2C2=C(Cl)C=CC=C2Cl)=CC=C1N(C)S(=O)(=O)C1=CC(C(=O)O)=CC=C1,True,Cc1cc(OCc2c(-c3c(C)cccc3Cl)noc2C(C)C)ccc1N(C)S(=O)(=O)c1cccc(C(=O)O)c1,False
UOB_0001310,UOB_0001310.png,Nc1ccc2c(c1)CS(=O)(=O)C2,NC1=CC=C2CS(=O)(=O)CC2=C1,UOB,True,Nc1ccc2c(c1)CS(=O)(=O)C2,True,NC1=CC=C2CS3(=CC=3)CC2=C1,False,Nc1ccc2c(c1)C[SH](O)C2,False
UOB_0004405,UOB_0004405.png,N#Cc1ccccc1N=C=O,N#CC1=CC=CC=C1N=C=O,UOB,True,O=C=Nc1ccccc1C#N,True,N#CC1=CC=CC=C1N=C=O,True,C/C=N/c1ccccc1C#N,False
USPTO_0000238,USPTO_0000238.png,Oc1cc(-c2ccc(Oc3ccccc3)cc2)c(O)cc1-c1ccc(Oc2ccccc2)cc1,Oc1=c-c(-c2=c-c=c(Oc3=c-c=c-c=c-3)-c=c-2)=c(O)-c=c-1-c1=c-c=c(Oc2=c-c=c-c=c-2)-c=c-1,USPTO,True,Oc1cc(c(cc1c1ccc(cc1)Oc1ccccc1)O)c1ccc(cc1)Oc1ccccc1,True,CC12(C345C6C7C89C%10C%11(C%12CCC(OC%13%14%15=C%16/C%17=C%18\C%19C%20C(CC%21C%17%22C(C%16C%13CC%20%14)C%18%21%22)C%19%15)CC%12)C(O)C3%12C3CC%108C7%11C94(O)C6C%125C3)C3CCC45C6=C47(OC489C%10C%11C%12[C@@H]%13C%11%14C%12%11C%12C%15%16C%17C%12%15%18C%11%14C%16%11C4%12C(C8C%17%11%12%18)C%10%139)C4C8C(C3C61)C42C8C57,False,,False
UOB_0004991,UOB_0004991.png,Nc1cc(Cl)c(Cl)cc1[N+](=O)[O-],NC1=CC(Cl)=C(Cl)C=C1[N+](=O)[O-],UOB,True,O=N(=O)c1cc(Cl)c(cc1N)Cl,True,NC1=CC(Cl)=C(Cl)C=C1[N+](=O)[O-],True,,False
USPTO_0001440,USPTO_0001440.png,CC(C)c1ccc(N2C(=O)/C(=N\Nc3cccc(-c4cccc(C(=O)O)c4)c3O)c3cc(F)ccc32)cc1,CC(C)C1=CC=C(N2C(=O)C(=NNC3=CC=CC(C4=CC(C(=O)O)=CC=C4)=C3O)C3=C2C=CC(F)=C3)C=C1,USPTO,False,Fc1ccc2c(c1)/C(=N/*c1cccc(c1*)c1cccc(c1)C(=O)O)/C(=O)N2c1ccc(cc1)C(C)C,False,CC1=CC2=C(C=C1)N(C1=CC=C(C(C)C)C=C1)C(=O)/C2=N\NC1=CC=CC(C2=CC(C(=O)O)=CC=C2)=C1O,False,CC(C)c1ccc(N2C(=O)/C(=N\Nc3cccc(-c4cccc(C(=O)O)c4)c3O)c3cc(F)ccc32)cc1,True
UOB_0000870,UOB_0000870.png,Cl.NCC1Cc2ccccc2O1,NCC1CC2=C(C=CC=C2)O1,UOB,True,NCC1Cc2c(O1)cccc2,True,NCC1CC2=C(C=CC=C2)O1,True,NCC1Cc2ccccc2O1,True
USPTO_0003364,USPTO_0003364.png,CC[C@H](COC)n1cc(Br)nc(N2CCc3cc(OC)cc(Br)c32)c1=O,[H][C@@](CC)(COC)N1C=C(Br)N=C(N2CCC3=C2/C(Br)=C\C(OC)=C/3)C1=O,USPTO,True,COC[C@H](n1cc(*)nc(c1=O)N1CCc2c1c(*)cc(c2)OC)CC,False,[H][C@@](CC)(COC)N1C=C(Br)N=C(N2CCC3=C2C(Br)=CC(OC)=C3)C1=O,True,CC[C@H](COC)n1cc([BiH2])nc(N2CCc3cc(OC)cc(Br)c32)c1=O,False
UOB_0003175,UOB_0003175.png,Cc1cncc(N2CCC(CCl)CC2)n1,CC1=CN=CC(N2CCC(CCl)CC2)=N1,UOB,True,ClCC1CCN(CC1)c1cncc(n1)C,True,CC1=CN=CC(N2CCC(CCl)CC2)=N1,True,Cc1cncc(N2CCC(CCl)CC2)n1,True
UOB_0000662,UOB_0000662.png,CNCc1cccc(Oc2ccccc2)c1,CNCC1=CC(OC2=CC=CC=C2)=CC=C1,UOB,True,CNCc1cccc(c1)Oc1ccccc1,True,CNCC1=CC(OC2=CC=CC=C2)=CC=C1,True,CNCc1ccccc1.COc1ccccc1,False
USPTO_0000480,USPTO_0000480.png,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)NC(CCCc4ccccc4)C(C)O)ccc3OCC)nn12,CCCC1=NC(C)=C2C(=O)NC(C3=C(OCC)C=CC(S(=O)(=O)NC(CCCC4=CC=CC=C4)C(C)O)=C3)=NN12,USPTO,True,*CCc1nc(c2n1nc([nH]c2=O)c1cc(ccc1OCC)S(=O)(=O)NC(C(*)*)CCCc1ccccc1)C,False,CCCC1=NC(C)=C2C(=O)BC(C3=C(OCC)C=CC(S(=O)(=O)BC(CCCC4=CC=CC=C4)C(C)O)=C3)=NN12,False,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)NC(CCCc4ccccc4)C(C)O)ccc3OCC)nn12,True
UOB_0002409,UOB_0002409.png,O=C(O)c1onc2ccccc12,O=C(O)C1=C2C=CC=CC2=NO1,UOB,True,OC(=O)c1onc2c1cccc2,True,O=C(O)/C1=C2\C=CC=C\C2=N\O1,True,,False
USPTO_0002919,USPTO_0002919.png,COc1ccc(-c2[nH]c(-c3ccccc3)nc2CCNS(=O)(=O)Nc2ccc(N3CCCCC3)cc2)cc1,COC1=CC=C(C2=C(CCNS(=O)(=O)NC3=CC=C(N4CCCCC4)C=C3)N=C(C3=CC=CC=C3)N2)C=C1,USPTO,True,COc1ccc(cc1)c1[nH]c(nc1CCNS(=O)(=O)Nc1ccc(cc1)N1CCCCC1)c1ccccc1,True,COC1=CC=C(C2=C(CCNS(=O)(=O)NC3=CC=C(N4CCCCC4)C=C3)N=C(C3=CC=CC=C3)N2)C=C1,True,COc1ccc(-c2[nH]c(-c3ccccc3)nc2CCNS(=O)(=O)Nc2ccc(N3CCCCC3)cc2)cc1,True
UOB_0003237,UOB_0003237.png,Cn1cc(Br)c(C(=O)O)n1,CN1C=C(Br)C(C(=O)O)=N1,UOB,True,Cn1cc(c(n1)C(=O)O)Br,True,CN1C=C(Br)C(C(=O)O)=N1,True,Cn1cc(Br)*(C(=O)O)n1,False
USPTO_0004933,USPTO_0004933.png,CC(C)(C)OC(=O)NCCc1ccc(OCCCc2ccccc2)cc1,CC(C)(C)OC(=O)NCCC1=CC=C(OCCCC2=CC=CC=C2)C=C1,USPTO,True,O=C(OC(C)(C)C)*CCc1ccc(cc1)OCCCc1ccccc1,False,CC(C)(C)OC(=O)NCCC1=CC=C(OCCCC2=CC=CC=C2)C=C1,True,,False
UOB_0003297,UOB_0003297.png,COC(=O)c1cc(C)c(Br)s1,COC(=O)C1=CC(C)=C(Br)S1,UOB,True,COC(=O)c1cc(c(s1)Br)C,True,COC(=O)C1=CC(C)=C(Br)S1,True,,False
USPTO_0004530,USPTO_0004530.png,O=C(C1CC1)N1CCN(c2cnn(-c3ccc(Cl)cc3)c(=O)c2Cl)CC1,O=C(C1CC1)N1CCN(C2=C(Cl)C(=O)N(C3=CC=C(Cl)C=C3)N=C2)CC1,USPTO,True,Clc1ccc(cc1)n1ncc(c(c1=O)Cl)N1CCN(CC1)C(=O)C1CC1,True,O=C(C1CC1)N1CCN(C2=C(Cl)C(=O)N(C3=CC=C(Cl)C=C3)N=C2)CC1,True,O=C(C1CC1)N1CCN(c2cnn(-c3ccc(Cl)cc3)c(=O)c2Cl)CC1,True
UOB_0000340,UOB_0000340.png,O=Cc1ccc2sccc2c1,O=CC1=CC2=C(C=C1)SC=C2,UOB,True,O=Cc1ccc2c(c1)ccs2,True,O=CC1=C/C2=C(\C=C/1)SC=C2,True,C=Cc1ccc2sccc2c1,False
USPTO_0004133,USPTO_0004133.png,Cc1ccc(Br)c(C(=O)Nc2c(C)cc(C)c(N3CCCC3)c2C)c1,CC1=CC(C(=O)NC2=C(C)C=C(C)C(N3CCCC3)=C2C)=C(Br)C=C1,USPTO,True,Cc1ccc(c(c1)C(=O)Nc1c(C)cc(c(c1C)N1CCCC1)C)Br,True,CC1=CC(C(=O)NC2=C(C)C=C(C)C(N3CCCC3)=C2C)=C(Br)C=C1,True,Cc1ccc(Br)c(C(=O)Nc2c(C)cc(C)c(N3CCCC3)c2C)c1,True
UOB_0004713,UOB_0004713.png,Cc1nc(-c2ccccc2)sc1C#N,CC1=C(C#N)SC(C2=CC=CC=C2)=N1,UOB,True,N#Cc1sc(nc1C)c1ccccc1,True,CC1=C(C#N)SC(C2=CC=CC=C2)=N1,True,Cc1nc(-c2ccccc2)sc1C#N,True
USPTO_0005292,USPTO_0005292.png,COc1ccnc(C(=O)NCCCc2cccnc2)c1O,COC1=CC=NC(C(=O)NCCCC2=CC=CN=C2)=C1O,USPTO,True,COc1ccnc(c1O)C(=O)NCCCc1cccnc1,True,COC1=CC=NC(C(=O)NCCCC2=CC=CN=C2)=C1O,True,COc1ccnc(C(=O)NCCCc2cccnc2)c1O,True
UOB_0003490,UOB_0003490.png,CC(C)(C)OC(=O)N1CCN(c2ccc(I)cc2)CC1,CC(C)(C)OC(=O)N1CCN(C2=CC=C(I)C=C2)CC1,UOB,True,O=C(N1CCN(CC1)c1ccc(cc1)I)OC(C)(C)C,True,CC1=CC=C(N2CCN(C(=O)OC(C)(C)C)CC2)C=C1,False,CC.Cc1ccc(N2CCN(C(=O)OC(C)(C)C)CC2)cc1,False
USPTO_0004014,USPTO_0004014.png,Cc1cc(OCc2c(-c3c(Cl)cccc3Cl)noc2C(C)C)ccc1N(C)Cc1ccc(C(=O)O)cc1,CC1=CC(OCC2=C(C(C)C)ON=C2C2=C(Cl)C=CC=C2Cl)=CC=C1N(C)CC1=CC=C(C(=O)O)C=C1,USPTO,True,O=NC(=O)c1ccc(cc1)CN(c1ccc(cc1C)OCc1c(onc1c1c(Cl)cccc1Cl)C(C)C)C,False,CC1=CC(OCC2=C(C(C)C)ON=C2C2=C(Cl)C=CC=C2Cl)=CC=C1N(C)CC1=CC=C(C(=O)O)C=C1,True,Cc1cc(OCc2c(-c3c(Cl)cccc3Cl)noc2C(C)C)ccc1N(C)Cc1ccc(C(=O)O)cc1,True
UOB_0001412,UOB_0001412.png,O=C(OCc1ccccc1)N1CCC(Br)CC1,O=C(OCC1=CC=CC=C1)N1CCC(Br)CC1,UOB,True,BrC1CCN(CC1)C(=O)OCc1ccccc1,True,O=C(OCC1=CC=CC=C1)N1CCC(Br)CC1,True,BrC1CCN(Cc2ccccc2)CC1.O=CO,False
USPTO_0002066,USPTO_0002066.png,CCN(CC)CCCOc1ccc(C(C)NCCCN2CCCC2=O)cc1,CCN(CC)CCCOC1=CC=C([C@H](C)NCCCN2CCCC2=O)C=C1,USPTO,False,C=CCN(CCCOc1ccc(cc1)*NCCC*1CCCC1=O)CC,False,CCN(CC)CCCOC1=CC=C([C@H](C)NCCCN2CCCC2=O)C=C1,False,CCN(CC)CCCOc1ccc(C(C)NCCCN2CCCC2=O)cc1,True
UOB_0000026,UOB_0000026.png,O=Cc1n[nH]cc1Br,C=CC1=C(Br)C=NN1,UOB,False,Brc1cn[nH]c1C=O,False,O=CC1=C(Br)C=NN1,False,,False
