Key,Smiles,Group,InitKey
USPTO_0005262,O=C(Nc1cccc(Cl)c1)c1ncccc1O,USPTO,USRE039991-20080101-C00105
USPTO_0002227,O=C(c1ccc(OCCCCCNC2CCCC2)cc1)N1CCC[C@H]1CN1CCCC1,USPTO,US07314937-20080101-C00463
USPTO_0000978,O=C(NC1Cc2nc(-c3ccccc3)ccc2N(Cc2ccccc2)C1=O)OCc1ccccc1,USPTO,US07314882-20080101-C00024
USPTO_0002725,C.CCOC(=O)CN1CCC(=C2c3ccccc3COc3ccccc32)CC1,USPTO,US07317026-20080108-C00093
USPTO_0002727,Cc1ccc2c(c1)COc1ccccc1C2=C1CCN(CC(C)(C)C(=O)O)CC1,USPTO,US07317026-20080108-C00101
USPTO_0001370,O=C(NCCCn1ccnc1)c1cc(-c2cnoc2-c2cccc(F)c2F)c[nH]1,USPTO,US07314885-20080101-C00016
USPTO_0001454,Cc1ccc(N2C(=O)/C(=N\Nc3cccc(-c4cccc(C(=O)O)c4)c3O)c3c(F)cc(C(F)(F)F)cc32)cc1C,USPTO,US07314887-20080101-C00078
USPTO_0002047,O=C(Oc1ccccc1)c1ccc(OCCN2CCCCC2)cc1,USPTO,US07314937-20080101-C00144
USPTO_0002251,N#C/N=C(\NC[C@H](NC(=O)c1c(Cl)cc2c(c1Cl)CCN(C(=O)c1ccc3cn[nH]c3c1)C2)C(=O)O)N1C[C@H](O)C[C@@H](O)C1,USPTO,US07314938-20080101-C00188
USPTO_0003506,CCOC(=O)C(C)(C)Oc1ccc(CCNCc2ccc(C(F)(F)F)cc2)cc1OC,USPTO,US07319104-20080115-C00037
USPTO_0002716,C.CCOC(=O)/C=C\c1cccc(/C(=C\CN2CCCC2)c2ccc(C)cc2)n1,USPTO,US07317026-20080108-C00065
USPTO_0001205,O=C1Nc2c(Cl)cccc2CN1C1CCNCC1,USPTO,US07314883-20080101-C00411
USPTO_0000456,C=CCN(C1CCCC1)S(=O)(=O)c1ccc(OCCC)c(-c2nn3c(CCC)nc(C)c3c(=O)[nH]2)c1,USPTO,US07314871-20080101-C00141
USPTO_0004516,C=CCCC[C@@H]1C[C@@H](OC(=O)c2ccc(OC)cc2)C[C@](O)([C@@H]2CSC(=O)N2)O1,USPTO,US07320974-20080122-C00119
USPTO_0002802,CC(NC(=O)COc1cccnc1)c1ccc(C(=O)Nc2ccccc2N)cc1,USPTO,US07317028-20080108-C00573
USPTO_0005260,CC(C)C(=O)OC1CCC(NC(=O)c2ncccc2O)CC1,USPTO,USRE039991-20080101-C00103
USPTO_0004164,Cc1cc(C)c(N2CCCC2)c(C)c1NS(=O)(=O)c1ccc(-c2ccccc2)cc1,USPTO,US07319111-20080115-C00068
USPTO_0001940,Cc1cc(F)ccc1-c1nc(N[C@H]2CCOC2)nc2c1ccc(=O)n2-c1c(F)cccc1F,USPTO,US07314934-20080101-C00242
USPTO_0003675,COc1cccc(-c2ccc(N(CCc3ccc(OC(C)(C)C(=O)O)cc3)Cc3ccc(C(F)(F)F)cc3)nc2)c1,USPTO,US07319104-20080115-C00217
USPTO_0002845,CCCCc1ccc(NS(=O)(=O)NCCc2nc(-c3ccccc3)[nH]c2-c2ccc(OC)cc2)cc1,USPTO,US07317032-20080108-C00043
USPTO_0002475,NC(=O)CCC(N)C(=O)O,USPTO,US07316931-20080108-C00052
USPTO_0005206,c1cnc2c(c1)ccc1cccnc12,USPTO,US07323608-20080129-C00072
USPTO_0000844,N=C(N)c1ccc(C(=O)Nc2ccc(OCC(=O)O)cc2C(=O)Nc2ccc(Cl)cn2)cc1,USPTO,US07314874-20080101-C00420
USPTO_0003371,COc1cc(C)c2c(c1)CCN2c1nc(Cl)cn(C(C(C)C)C(C)C)c1=O,USPTO,US07319100-20080115-C00077
USPTO_0003639,CCc1cnc(N(CCc2ccc(OCC(=O)O)c(C)c2)Cc2ccc(OC(F)(F)F)cc2)nc1,USPTO,US07319104-20080115-C00175
USPTO_0000512,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N(C)CCCN(C)C)ccc3OCC)nn12,USPTO,US07314871-20080101-C00203
USPTO_0005504,COc1ccc(C(C)NC(=O)c2nc(Br)ccc2O)cc1,USPTO,USRE039991-20080101-C00379
USPTO_0002659,CN1CCc2ccc(N(C(=O)/C=C/c3ccccc3)C3CCN(Cc4ccccc4)CC3)cc21,USPTO,US07317025-20080108-C00016
USPTO_0002640,CC(C)n1c(=O)n(C(=O)NC2CC3CCC(C2)N3CC(O)CN(C)C(N)=O)c2ccccc21,USPTO,US07317022-20080108-C00048
USPTO_0002216,c1cc(OCCCN2CCCCC2)ccc1CN1CCC[C@H]1CN1CCCCC1,USPTO,US07314937-20080101-C00436
USPTO_0000729,Cc1cc(NCCNC(=O)[C@H](CCC(C)(C)C)CC(=O)N2CCOCC2)no1,USPTO,US07314872-20080101-C00066
USPTO_0004337,O=C(Cc1nnn(-c2ccccc2)n1)c1ccc(OCc2ccccc2)cc1,USPTO,US07320967-20080122-C00010
USPTO_0004491,C=CCC/C(C)=C\C(=O)O,USPTO,US07320974-20080122-C00079
USPTO_0003959,CN(C)C1CCN(c2ccc(-c3noc(CNC(=O)c4ccc(Cl)cc4)n3)cc2)C1,USPTO,US07319108-20080115-C00106
USPTO_0001721,FC(F)(F)c1ccc(Oc2cc(Cl)ncn2)cc1,USPTO,US07314933-20080101-C00039
USPTO_0002836,COc1ccc(-c2[nH]c(-c3ccccc3)nc2CCNS(=O)(=O)N(C)C2CCN(CCCC(F)(F)F)C2)cc1,USPTO,US07317032-20080108-C00034
USPTO_0003614,CCc1cnc(N(CCc2ccc(O)c(C)c2C)Cc2cccc(OC(F)(F)F)c2)nc1,USPTO,US07319104-20080115-C00150
USPTO_0004088,Cc1cc(OCc2c(-c3c(Cl)cccc3Cl)noc2C(C)C)ccc1CSc1cccc(C(=O)O)c1,USPTO,US07319109-20080115-C00106
USPTO_0002668,CC(=O)N1CCc2ccc(N(C(=O)C#Cc3ccccc3)C3CCN(Cc4ccccc4)CC3)cc21,USPTO,US07317025-20080108-C00026
USPTO_0003904,Cc1ccc(-c2ccc(-c3nnc(-c4ccc(N5CCC(N(C)C)C5)cc4)o3)o2)c([N+](=O)[O-])c1,USPTO,US07319108-20080115-C00049
USPTO_0000762,COCCN(C)C(=O)[C@H](CC1CCCCC1)OC(=O)N[C@@H](C)CN1CC(C)(C)c2cc(F)ccc21,USPTO,US07314872-20080101-C00123
USPTO_0001560,Cc1cc(C)cc(N2C(=O)/C(=N\Nc3cccc(-c4cccc(C(=O)O)c4)c3O)c3c(F)cc(C(F)(F)F)cc32)c1,USPTO,US07314887-20080101-C00184
USPTO_0004633,NC(=O)N1CCN(c2cnn(-c3ccc(Cl)cc3)c(=O)c2Oc2ccc(-c3ccccc3)cc2)CC1,USPTO,US07320977-20080122-C00156
USPTO_0005610,COc1ccnc(C(=O)N[C@H]2COC(=O)[C@H](Cc3ccccc3)[C@@H](OC(=O)C(C)C)[C@H](C)OC2=O)c1OC(=O)C(C)C,USPTO,USRE039991-20080101-C00493
USPTO_0000109,CCN(CC)c1ccc(C=Cc2ccc(N(c3ccc(C)cc3)c3ccc(C=Cc4ccc(N(CC)CC)cc4)cc3)cc2)cc1,USPTO,US07314693-20080101-C00137
USPTO_0002992,CCCCCc1ccc(S(=O)(=O)NCCc2nc(NC(C)=O)[nH]c2-c2ccc(OC)cc2)cc1,USPTO,US07317032-20080108-C00204
USPTO_0000737,COc1ccc(NC[C@H](C)NC(=O)[C@H](CC2CCCC2)NC(=O)N2CCOCC2)cc1,USPTO,US07314872-20080101-C00090
USPTO_0005641,COc1ccnc(C(=O)N[C@H]2COC(=O)[C@H](Cc3ccccc3)[C@@H](OC(=O)C(C)C)[C@H](C)OC2=O)c1OC(=O)c1ccc(OC(Cl)(Cl)Cl)cc1,USPTO,USRE039991-20080101-C00525
USPTO_0001195,Nc1ccc(O)cc1CNC1CCN(Cc2ccccc2)CC1,USPTO,US07314883-20080101-C00401
USPTO_0002052,CC(c1ccc(OCCCN(C)C)cc1)N1CC[C@H](N(C)C)C1,USPTO,US07314937-20080101-C00152
USPTO_0003625,CCc1cnc(N(CCc2ccc(OC(C)(C)C(=O)O)c(C(F)(F)F)c2)Cc2cccc(OC(F)(F)F)c2)nc1,USPTO,US07319104-20080115-C00161
USPTO_0003827,CC(C)(Oc1ccc(CCN(Cc2ccc(-c3noc(C4CC4)n3)cc2)c2noc(C3CC3)n2)cc1)C(=O)O,USPTO,US07319104-20080115-C00379
USPTO_0003241,COCCOc1ccc(C(=O)NN(C(=O)COc2ccc(F)cc2-c2ccccc2OC(F)(F)F)C(C)C)cc1,USPTO,US07317125-20080108-C00087
USPTO_0002145,CCN(CC)CCCOc1ccc(CNC(=O)c2ccc(C(F)(F)F)cc2C(F)(F)F)cc1,USPTO,US07314937-20080101-C00266
USPTO_0004042,Cc1cc(OCc2c(-c3ccccc3OC(F)(F)F)noc2C(C)C)ccc1NC(=O)c1cccc(C(=O)O)c1,USPTO,US07319109-20080115-C00059
USPTO_0005538,O=C(Nc1ccccc1Oc1ccccc1)c1cccnc1O,USPTO,USRE039991-20080101-C00413
USPTO_0003669,CC(C)(Oc1ccc(CCN(Cc2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cn2)cc1)C(=O)O,USPTO,US07319104-20080115-C00209
USPTO_0005693,COc1ccnc(C(=O)N[C@H]2COC(=O)[C@H](Cc3ccccc3)[C@@H](OC(=O)C(C)C)[C@H](C)OC2=O)c1OC(=O)OCCCl,USPTO,USRE039991-20080101-C00578
USPTO_0004611,C[NH+]1CCN(c2cnn(-c3ccc(Cl)cc3)c(=O)c2Oc2ccc(-c3ccc(O)cc3)cc2)CC1.[Cl-],USPTO,US07320977-20080122-C00133
USPTO_0004698,CC(=O)OCCCCOc1nc(N)nc2c1sc(=O)n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,USPTO,US07321033-20080122-C00060
USPTO_0001215,Cc1cc(Br)cc2c(C=O)c[nH]c12,USPTO,US07314883-20080101-C00421
USPTO_0001891,Cc1cc(F)ccc1-c1nc(NCC(C)(C)O)nc2c1ccc(=O)n2-c1ccccc1F,USPTO,US07314934-20080101-C00192
USPTO_0003022,CCC(O)c1ccc(S(=O)(=O)NCCCc2nc(-c3ccccc3)[nH]c2-c2ccccc2)cc1,USPTO,US07317032-20080108-C00234
USPTO_0005045,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3ccccc3)nc3cc(OC)ccc23)CN1C(=O)C1CC1)C(=O)NS(=O)(=O)C1CC1,USPTO,US07323447-20080129-C00263
USPTO_0002222,O=C(NCCCN1CCCC1)c1ccc(OCCCN2CCCCC2)cc1,USPTO,US07314937-20080101-C00442
USPTO_0000820,CNC(=N)c1ccc(C(=O)Nc2ccc(OC)cc2C(=O)Nc2ccc(Br)cn2)cc1,USPTO,US07314874-20080101-C00394
USPTO_0005005,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3ccccc3)nc3cc(OC)ccc23)CN1C(=O)[C@@H](OC(=O)Nc1ccc(OC)cc1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,USPTO,US07323447-20080129-C00124
USPTO_0003296,Cc1ccccc1-c1oc(-c2ccccc2C)c2ccccc12,USPTO,US07318966-20080115-C00050
USPTO_0005628,COc1ccnc(C(=O)N[C@H]2COC(=O)[C@H](Cc3ccccc3)[C@@H](OC(=O)C(C)C)[C@H](C)OC2=O)c1OC(=O)C(C)(C)CCl,USPTO,USRE039991-20080101-C00512
USPTO_0001101,O=C(NC(CN1CCc2[nH]ncc2C1)C(=O)N1CCC(N2CCCCC2)CC1)N1CCC(N2Cc3ccccc3NC2=O)CC1,USPTO,US07314883-20080101-C00205
USPTO_0001130,O=C(CCc1csc2ccccc12)N1C(=O)OC[C@H]1Cc1ccccc1,USPTO,US07314883-20080101-C00236
USPTO_0005063,CCCCC(CN(O)C(N)=O)C(=O)N[C@H](C(=O)NC(C)(C)C)C(C)(C)C,USPTO,US07323448-20080129-C00021
USPTO_0002710,C.CCOC(=O)/C=C\c1cccc(/C(=C/CN2CCCC2)c2ccc(C)cc2)n1,USPTO,US07317026-20080108-C00042
USPTO_0004710,C=Cc1ccc(P(c2ccccc2)c2ccccc2)cc1,USPTO,US07321038-20080122-C00003
USPTO_0002238,N#C/N=C(\NC[C@H](NC(=O)c1c(Cl)cc2c(c1Cl)CCN(C(=O)c1ccc3cn[nH]c3c1)C2)C(=O)O)Nc1ccc(F)cc1,USPTO,US07314938-20080101-C00159
USPTO_0004414,Cl[C@@H]1CCCN(CCc2cnc(N3CCCC3)cn2)C1,USPTO,US07320973-20080122-C00024
USPTO_0002224,CN1CCN(CCCCCOc2ccc(C(=O)N3CCC[C@H]3CN3CCCC3)cc2)CC1,USPTO,US07314937-20080101-C00460
USPTO_0003526,CCOC(=O)C(C)(C)Oc1ccc(CCNc2ncc(CC)cn2)cc1,USPTO,US07319104-20080115-C00058
USPTO_0002857,CCCCCc1ccc(NS(=O)(=O)NCCc2nc(-c3ccccc3)[nH]c2-c2ccc(OC)cc2)cc1,USPTO,US07317032-20080108-C00055
USPTO_0003991,CC(=O)N1CCC(N(C)C2CCN(c3ccc(-c4nnc(CSCCOc5ccccc5)o4)cc3)C2)CC1,USPTO,US07319108-20080115-C00138
USPTO_0002636,CC(=O)N(C)C[C@H](O)CN1C2CCC1CC(NC(=O)n1c(=O)n(C(C)C)c3ccccc31)C2,USPTO,US07317022-20080108-C00044
USPTO_0001794,Cc1cc(F)ccc1-c1nc(NC(CO)CO)nc2c1ccc(=O)n2CC1CC1,USPTO,US07314934-20080101-C00091
USPTO_0004983,C/C=C1\NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)CC)NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](CCCN)NC(=O)[C@H]2CCCN2C(=O)[C@H](NC(=O)[C@@H](NC(=O)C(NC(=O)[C@H](NC(=O)CCCC(C)C)C(C)C)[C@@H](C)O)C(C)C)C(C)C)C(C)CC)C(C)OC(=O)[C@H](C(C)C)NC1=O.[2H-].[2H-],USPTO,US07323444-20080129-C00001
USPTO_0001761,CSc1nc(-c2ccc(F)cc2C)c2ccc(=O)n(C(C)C)c2n1,USPTO,US07314934-20080101-C00058
USPTO_0001886,Cc1cc(F)ccc1-c1nc(NCC(C)(C)O)nc2c1ccc(=O)n2-c1c(F)cccc1F,USPTO,US07314934-20080101-C00187
USPTO_0005133,O=CN(O)CC(Cc1ccccc1)C(=O)NC(C(=O)NCc1ccccc1)C1CCCCC1,USPTO,US07323448-20080129-C00103
USPTO_0004377,C=CCOc1cc(Br)ccc1/C=N/c1ccccc1,USPTO,US07320972-20080122-C00088
USPTO_0000659,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCC(CO)CC4)ccc3OCC)nn12,USPTO,US07314871-20080101-C00358
USPTO_0003273,C.C.CCCC(O)CN(CCO)CCO,USPTO,US07318843-20080115-C00021
USPTO_0004895,CC(=O)O[C@H](C)c1ccccc1,USPTO,US07321063-20080122-C00205
USPTO_0001226,COC(=O)C(N)Cc1cc(C(C)C)c2[nH]ncc2c1,USPTO,US07314883-20080101-C00432
USPTO_0001059,CCc1cc(Br)cc2cn[nH]c12,USPTO,US07314883-20080101-C00148
USPTO_0005353,COc1ccnc(C(=O)NC2COC3(CC(C)(C)CC(C)(C)C3)OC2)c1O,USPTO,USRE039991-20080101-C00210
USPTO_0002170,CN[C@@H]1CCC[C@H](COc2ccc(C(C)NCCN(C)C)cc2)C1,USPTO,US07314937-20080101-C00341
USPTO_0002394,CNc1nc(C)nc(NC)n1,USPTO,US07316472-20080108-C00161
USPTO_0002806,CC(NC(=O)NCc1ccc(C(=O)Nc2cc(F)ccc2N)cc1)c1cccnc1,USPTO,US07317028-20080108-C00577
USPTO_0002454,O=c1ccc2ccccc2o1,USPTO,US07316887-20080108-C00011
USPTO_0001258,COC(=O)C(Cc1cc(C)c2[nH]ncc2c1)NC(=O)N1CCC(N2Cc3cccc(F)c3NC2=O)CC1,USPTO,US07314883-20080101-C00464
USPTO_0002467,O=[N+]([O-])c1cc(Br)c(O)c(Br)c1,USPTO,US07316931-20080108-C00035
USPTO_0004838,Cc1cc(OCCCC(=O)NCCNC(=O)CCC(NC(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H](CCC(=O)OC(C)(C)C)NC(=O)OCc2ccccc2)C(=O)NCCNC(=O)CCCOc2cc(C)c(S(=O)(=O)N[C@H](CNC(=O)c3ccc4c(cnn4CCCNc4ncc[nH]4)c3)C(=O)O)c(C)c2)cc(C)c1S(=O)(=O)N[C@@H](CNC(=O)c1ccc2c(cnn2CCCNc2ncc[nH]2)c1)C(=O)O,USPTO,US07321045-20080122-C00139
USPTO_0002549,CC(C)(C)OC(=O)/N=C(/NCCCN1CCC(CCCCNC(=N)NC(=O)c2nc(Cl)c(N)nc2N)CC1)NC(=O)OC(C)(C)C,USPTO,US07317013-20080108-C00074
USPTO_0005251,CCCCCCCCCNC(=O)c1ncccc1O,USPTO,USRE039991-20080101-C00094
USPTO_0000544,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N(CCN(CC)CC)c4ccccc4)ccc3OCC)nn12,USPTO,US07314871-20080101-C00238
USPTO_0004268,O=C(Cl)CCCCCN1C(=O)C=CC1=O,USPTO,US07319132-20080115-C00012
USPTO_0002905,COc1ccc(-c2[nH]c(-c3ccccc3)nc2CCNS(=O)(=O)N2CCN(c3cc(C)ccc3C)CC2)cc1,USPTO,US07317032-20080108-C00105
USPTO_0003435,O=C(O)c1cc(-c2nc3ccccc3s2)cc2c1OC(c1ccccc1)(c1ccccc1)O2,USPTO,US07319101-20080115-C00050
USPTO_0004470,C/C1=C/C(=O)O[C@@H]2C[C@@H](CC[C@H](C)c3ccccc3CC1)O[C@@](O)([C@@H]1CSC(=O)N1)C2,USPTO,US07320974-20080122-C00050
USPTO_0001140,Cc1cc(CC(CC(=O)N2CCC3(CC2)OC(=O)Nc2ccccc23)C(=O)O)cc2cn[nH]c12,USPTO,US07314883-20080101-C00246
USPTO_0003444,Cc1ccc(Cc2cc3c(c(C(=O)NC/C=C/[C@H]4O[C@@H](n5cnc6c(N)ncnc65)[C@H]5OC(C)(C)OC54)c2)OC(c2ccccc2)(c2ccccc2)O3)cc1,USPTO,US07319101-20080115-C00059
USPTO_0001504,Cc1ccc(N2C(=O)/C(=N\Nc3cccc(-c4cccc(C(=O)O)c4)c3O)c3ccc(S(C)(=O)=O)cc32)cc1C,USPTO,US07314887-20080101-C00128
USPTO_0003188,Oc1ccc(S(F)(F)(F)(F)F)cc1,USPTO,US07317124-20080108-C00036
USPTO_0003566,CCc1cnc(N(CCc2ccc(O)cc2)Cc2ccc(OC(F)(F)F)cc2)nc1,USPTO,US07319104-20080115-C00102
USPTO_0004195,Cc1ccc(-c2ccccc2C(=O)Nc2c(C)cc(C)c(N3CCCC3)c2C)cc1,USPTO,US07319111-20080115-C00100
USPTO_0000692,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)Nc4ccc(OCC5CCCCO5)c(OC)c4)ccc3OCC)nn12,USPTO,US07314871-20080101-C00392
USPTO_0001747,CCC(C)Nc1nc(SC)nc(-c2ccc(F)cc2C)c1C=O,USPTO,US07314934-20080101-C00044
USPTO_0001610,CCC(=Cc1ccc(N/N=C2\C(=O)N(c3ccc(C)c(C)c3)c3cc(C(F)(F)F)ccc32)c(O)c1)C(=O)O,USPTO,US07314887-20080101-C00235
USPTO_0005528,CC(NC(=O)c1ccncc1O)c1ccc(C(F)(F)F)cc1,USPTO,USRE039991-20080101-C00403
USPTO_0000817,COc1ccc(NC(=O)c2ccc(C#N)cc2)c(C(=O)Nc2ccc(Br)cn2)c1,USPTO,US07314874-20080101-C00391
USPTO_0003541,CCc1cnc(N(CCc2ccc(OC(C)(C)C(=O)O)cc2)Cc2ccc(F)cc2Cl)nc1,USPTO,US07319104-20080115-C00074
USPTO_0003982,CC(=O)N1CCN(C2CCN(c3ccc(-c4nnc(CSCCOc5ccccc5)o4)cc3)C2)CC1,USPTO,US07319108-20080115-C00129
USPTO_0002249,N#C/N=C(\NC[C@H](NC(=O)c1c(Cl)cc2c(c1Cl)CCN(C(=O)c1ccc3cn[nH]c3c1)C2)C(=O)O)N1CC[C@@H](O)[C@@H](O)C1,USPTO,US07314938-20080101-C00182
USPTO_0000851,N=C(c1ccc(C(=O)Nc2ccc(OCC(=O)O)cc2C(=O)Nc2ccc(Cl)cn2)cc1)N1CCCCC1,USPTO,US07314874-20080101-C00427
USPTO_0000396,CCCOc1ccccc1-c1nn2c(CCC)nc(C)c2c(=O)[nH]1,USPTO,US07314871-20080101-C00063
USPTO_0000698,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)Nc4ccc(OC(C)C)c(OC)c4)ccc3OCC)nn12,USPTO,US07314871-20080101-C00399
USPTO_0004990,C=CCC1(S(=O)(=O)NC(C)(C)C)CC1,USPTO,US07323447-20080129-C00060
USPTO_0004575,O=c1c(Oc2ccc(Br)cc2)c(N2CCC(O)CC2)cnn1-c1ccc(Cl)cc1,USPTO,US07320977-20080122-C00090
USPTO_0000826,COc1ccc(NC(=O)c2ccc(/C(N)=N/O)cc2)c(C(=O)Nc2ccc(Br)cn2)c1,USPTO,US07314874-20080101-C00400
USPTO_0001557,Cc1ccc(N2C(=O)/C(=N\Nc3cccc(-c4cccc(C(=O)O)c4)c3O)c3ccc(C(F)(F)F)cc32)cc1Cl,USPTO,US07314887-20080101-C00181
USPTO_0001031,Cc1cc(CC(NC(=O)N2CCC3(CC2)OC(=O)Nc2ccccc23)C(=O)N(C)C)cc2cn[nH]c12,USPTO,US07314883-20080101-C00109
USPTO_0000779,Nc1ccc(C(=O)Nc2ccc(Br)cn2)c(NC(=O)c2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,USPTO,US07314874-20080101-C00309
USPTO_0003244,CC(C)N(NC(=O)c1ccsc1)C(=O)COc1ccc(F)cc1-c1ccccc1OC(F)(F)F,USPTO,US07317125-20080108-C00090
USPTO_0005304,COc1ccnc(C(=O)NC2CC(C)(C)CC3(C2)CC3(F)F)c1O,USPTO,USRE039991-20080101-C00148
USPTO_0000730,C[C@@H](CN1CC(C)(C)c2cc(F)ccc21)NC(=O)[C@@H](CC(=O)N1CCOCC1)CC1CCCCC1,USPTO,US07314872-20080101-C00071
USPTO_0004382,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(Br)cc2)N1c1ccccc1,USPTO,US07320972-20080122-C00096
USPTO_0005264,O=C(Nc1cccc(C(F)(F)F)c1)c1ncccc1O,USPTO,USRE039991-20080101-C00107
USPTO_0003597,COc1ccc(CCNc2ncc(C(C)C)cn2)cc1Br,USPTO,US07319104-20080115-C00133
USPTO_0004638,CC(C)N1CCN(c2cnn(-c3ccc(Cl)cc3)c(=O)c2Oc2ccc(-c3ccc(O)cc3)cc2)CC1,USPTO,US07320977-20080122-C00161
USPTO_0005232,O=C(O)c1nc(Cl)c(Cl)nc1O,USPTO,USRE039991-20080101-C00018
USPTO_0005642,COc1ccnc(C(=O)N[C@H]2COC(=O)[C@H](Cc3ccccc3)[C@@H](OC(=O)C(C)C)[C@H](C)OC2=O)c1OC(=O)c1ccccc1F,USPTO,USRE039991-20080101-C00526
USPTO_0002281,Nc1cccc(-c2nc3ccccc3c(-n3ccc4cnccc43)c2F)c1,USPTO,US07314939-20080101-C00031
USPTO_0000605,CCCc1nc(CC)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N(CCCN(C)C)C4CCCCC4)ccc3OCC)nn12,USPTO,US07314871-20080101-C00300
USPTO_0001412,CCc1ccc(N2C(=O)/C(=N\Nc3cccc(-c4cccc(C(=O)O)c4)c3O)c3ccccc32)cc1,USPTO,US07314887-20080101-C00035
USPTO_0001051,Clc1cc(Br)cc2cn[nH]c12,USPTO,US07314883-20080101-C00140
USPTO_0002522,O=c1n(Cc2ccc(C(F)(F)F)cc2)nc2cc(-c3ccc(Cl)cc3)c(-c3ccccc3Cl)nn12,USPTO,US07317012-20080108-C00017
USPTO_0001884,Cc1cc(F)ccc1-c1nc(Nc2c[nH]c(=O)[nH]c2=O)nc2c1ccc(=O)n2-c1c(F)cccc1F,USPTO,US07314934-20080101-C00184
USPTO_0003546,CCc1cnc(N(CCc2ccc(OC(C)(C)C(=O)O)cc2)Cc2ccccc2-c2ccccc2)nc1,USPTO,US07319104-20080115-C00079
USPTO_0003553,CCc1cnc(N(CCc2ccc(OC(C)(C)C(=O)O)cc2)Cc2cccc(Cl)c2)nc1,USPTO,US07319104-20080115-C00086
USPTO_0003315,CCN(CC)c1cc(OC)c(N=Nc2c(C#N)cc([N+](=O)[O-])cc2C#N)cc1OC,USPTO,US07319022-20080115-C00041
USPTO_0003960,CN(C)C1CCN(c2ccc(-c3noc(CNC(=O)Cc4ccc(Cl)cc4)n3)cc2)C1,USPTO,US07319108-20080115-C00107
USPTO_0003937,CN(C)C1CCN(c2ccc(-c3nnc(Cc4csc(-c5ccc(Cl)cc5)n4)o3)cc2)C1,USPTO,US07319108-20080115-C00084
USPTO_0002523,O=c1n(Cc2ccc(C(F)(F)F)nc2)nc2cc(-c3ccc(Cl)cc3)c(-c3ccccc3Cl)nn12,USPTO,US07317012-20080108-C00018
USPTO_0002587,CC(=O)NNc1nc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)c1-c1ccc(Cl)cc1,USPTO,US07317014-20080108-C00063
USPTO_0000832,CN(C)C(=N)c1ccc(C(=O)Nc2ccc(OCC(=O)O)cc2C(=O)Nc2ccc(Cl)cn2)cc1,USPTO,US07314874-20080101-C00406
USPTO_0005060,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2nccc3ccccc23)CN1C(=O)[C@@H](OC(=O)Nc1ccccc1C(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,USPTO,US07323447-20080129-C00285
USPTO_0000859,N=C(c1ccc(C(=O)Nc2ccc(OCC(=O)O)cc2C(=O)Nc2ccc(Cl)cn2)c(F)c1)N1CCC1,USPTO,US07314874-20080101-C00435
USPTO_0004573,O=c1c(Oc2ccc(Br)cc2)c(Oc2ccc(Br)cc2)cnn1-c1ccc(Cl)cc1,USPTO,US07320977-20080122-C00088
USPTO_0004926,CN(CCc1ccc(OCc2ccccc2)cc1)C(=O)OC(C)(C)C,USPTO,US07321065-20080122-C00086
USPTO_0003166,CCOCc1ccc(C=O)o1,USPTO,US07317116-20080108-C00004
USPTO_0003218,CC(C)N(NC(=O)c1ccccc1)C(=O)COc1ccc(F)cc1-c1ccccc1[N+](=O)[O-],USPTO,US07317125-20080108-C00062
USPTO_0001539,Cc1cc(C)cc(N2C(=O)/C(=N\Nc3cc(F)cc(-c4ccc(F)c(C(=O)O)c4)c3O)c3ccc(C(F)(F)F)cc32)c1,USPTO,US07314887-20080101-C00163
USPTO_0000282,CC1=CC(C)(C)Nc2ccc(O)cc21,USPTO,US07314693-20080101-C00680
USPTO_0003337,CC(C)(C)N1CCCc2ccccc21,USPTO,US07319097-20080115-C00261
USPTO_0000142,C(=Cc1ccc(N2CCc3ccccc3C2)cc1)c1ccc(C=Cc2ccc(N3CCc4ccccc4C3)cc2)cc1,USPTO,US07314693-20080101-C00286
USPTO_0003348,CC[C@H](C1CC1)n1cc(Cl)nc(N2CCc3cc(OC)cc(Cl)c32)c1=O,USPTO,US07319100-20080115-C00053
